                                                 28 Nov 2023 15:59:33
Civil Air Patrol Use Only
FigureOfMerit-revisittime


                         Coverage Properties                         
---------------------------------------------------------------------
LatLon Region Coverage                                               
Grid Altitude: 0.0000 (km)                                           
Ground Altitude set from grid altitude reference (On ellipsoid)      
Resolution: 1.0000 (deg)                                             
Number of Points: 14472                                              
Assets required for a valid access: At Least 1                       
Assigned Assets:                                                     
    Satellite/mysat/Sensor/mysen:    Active                          
Access Interval: 28 Nov 2023 04:00:00.000 to 29 Nov 2023 04:00:00.000
Regional Acceleration: Automatic                                     
Light time delay: Ignored                                            
Maximum Sampling Time Step: 360.000 secs                             
Minimum Sampling Time Step: 0.010 secs                               
Time Convergence: 5.000e-03 secs                                     
Value Convergence: Relative 1.000e-08 - Absolute 1.000e-14           


                 FOM Properties                 
------------------------------------------------
Maximum Revisit Time                            
Minimum number of assets required: 1            
Gaps at ends of analysis interval are considered
Satisfaction is not enabled                     
FOM value range check is not enabled.           


Latitude (deg)    Longitude (deg)    FOM Value (sec)
         2.857            302.500          36142.056
         2.857            303.500          36154.989
         2.857            304.500          36170.891
         2.857            305.500          36190.688
         2.857            306.500          36216.156
         2.857            307.500          30613.162
         2.857            308.500          30646.959
         2.857            309.500          36201.107
         2.857            310.500          36179.110
         2.857            311.500          36161.623
         2.857            312.500          36147.457
         2.857            313.500          36135.940
         2.857            314.500          36126.638
         2.857            315.500          36119.293
         2.857            316.500          36113.707
         2.857            317.500          36109.767
         2.857            318.500          36107.385
         2.857            319.500          36106.517
         2.857            320.500          36107.146
         2.857            321.500          36109.278
         2.857            322.500          36112.961
         2.857            323.500          36118.274
         2.857            324.500          36125.320
         2.857            325.500          36134.289
         2.857            326.500          36145.429
         2.857            327.500          36159.126
         2.857            328.500          36176.010
         2.857            329.500          36197.166
         2.857            330.500          36224.804
         2.857            331.500          30611.558
         2.857            332.500          36221.027
         2.857            333.500          36194.358
         2.857            334.500          36173.800
         2.857            335.500          36157.340
         2.857            336.500          36143.974
         2.857            337.500          36133.113
         2.857            338.500          36124.381
         2.857            339.500          36117.551
         2.857            340.500          36112.441
         2.857            341.500          36108.947
         2.857            342.500          36106.991
         2.857            343.500          36106.545
         2.857            344.500          36107.590
         2.857            345.500          36110.154
         2.857            346.500          36114.290
         2.857            347.500          36120.074
         2.857            348.500          36127.642
         2.857            349.500          36137.184
         2.857            350.500          36148.996
         2.857            351.500          36163.520
         2.857            352.500          36181.464
         2.857            353.500          36204.133
         2.857            354.500          30631.276
         2.857            355.500          30615.676
         2.857            356.500          36212.711
         2.857            357.500          36188.079
         2.857            358.500          36168.813
         2.857            359.500          36153.297
         3.810              0.500          36182.056
         3.810              1.500          36170.734
         3.810              2.500          36161.766
         3.810              3.500          36154.847
         3.810              4.500          36149.797
         3.810              5.500          36146.479
         3.810              6.500          36144.826
         3.810              7.500          36144.798
         3.810              8.500          36146.389
         3.810              9.500          36149.642
         3.810             10.500          36154.628
         3.810             11.500          36161.471
         3.810             12.500          36170.364
         3.810             13.500          36181.591
         3.810             14.500          36195.594
         3.810             15.500          36213.116
         3.810             16.500          36235.505
         3.810             17.500          36265.747
         3.810             18.500          36314.814
         3.810             19.500          36299.346
         3.810             20.500          36257.337
         3.810             21.500          36229.472
         3.810             22.500          36208.460
         3.810             23.500          36191.893
         3.810             24.500          36178.618
         3.810             25.500          36167.989
         3.810             26.500          36159.620
         3.810             27.500          36153.249
         3.810             28.500          36148.691
         3.810             29.500          36145.850
         3.810             30.500          36144.657
         3.810             31.500          36145.078
         3.810             32.500          36147.133
         3.810             33.500          36150.868
         3.810             34.500          36156.357
         3.810             35.500          36163.758
         3.810             36.500          36173.266
         3.810             37.500          36185.219
         3.810             38.500          36200.127
         3.810             39.500          36218.840
         3.810             40.500          36243.000
         3.810             41.500          36276.622
         3.810             42.500          36340.937
         3.810             43.500          36285.068
         3.810             44.500          36248.567
         3.810             45.500          36223.013
         3.810             46.500          36203.417
         3.810             47.500          36187.861
         3.810             48.500          36175.381
         3.810             49.500          36165.421
         3.810             50.500          36157.637
         3.810             51.500          36151.790
         3.810             52.500          36147.722
         3.810             53.500          36145.348
         3.810             54.500          36144.609
         3.810             55.500          36145.490
         3.810             56.500          36148.014
         3.810             57.500          36152.229
         3.810             58.500          36158.237
         3.810             59.500          36166.207
         3.810             60.500          36176.366
         3.810             61.500          36189.087
         3.810             62.500          36204.949
         3.810             63.500          36224.983
         3.810             64.500          36251.203
         3.810             65.500          36289.222
         3.810             66.500          33809.781
         3.810             67.500          33759.560
         3.810             68.500          33734.383
         3.810             69.500          33717.623
         3.810             70.500          33705.623
         3.810             71.500          33696.824
         3.810             72.500          33690.388
         3.810             73.500          33685.811
         3.810             74.500          33682.752
         3.810             75.500          35874.396
         3.810             76.500          35870.184
         3.810             77.500          35866.990
         3.810             78.500          35864.786
         3.810             79.500          35863.551
         3.810             80.500          35863.281
         3.810             81.500          35863.965
         3.810             82.500          35865.620
         3.810             83.500          35868.250
         3.810             84.500          35871.879
         3.810             85.500          35876.548
         3.810             86.500          33715.052
         3.810             87.500          33721.702
         3.810             88.500          33728.838
         3.810             89.500          33736.451
         3.810             90.500          30147.011
         3.810             91.500          30143.325
         3.810             92.500          30142.871
         3.810             93.500          30145.612
         3.810             94.500          30151.780
         3.810             95.500          30161.982
         3.810             96.500          30177.511
         3.810             97.500          30201.611
         3.810             98.500          30248.261
         3.810             99.500          35873.109
         3.810            100.500          35869.185
         3.810            101.500          35866.271
         3.810            102.500          35864.340
         3.810            103.500          35863.382
         3.810            104.500          35863.378
         3.810            105.500          35864.334
         3.810            106.500          35866.259
         3.810            107.500          35869.167
         3.810            108.500          35873.083
         3.810            109.500          30248.677
         3.810            110.500          30201.774
         3.810            111.500          30177.608
         3.810            112.500          30162.042
         3.810            113.500          30151.825
         3.810            114.500          30145.634
         3.810            115.500          30142.876
         3.810            116.500          30143.314
         3.810            117.500          30146.982
         3.810            118.500          30154.207
         3.810            119.500          30165.723
         3.810            240.500          36202.868
         3.810            241.500          36187.420
         3.810            242.500          36175.026
         3.810            243.500          36165.149
         3.810            244.500          36157.423
         3.810            245.500          36151.633
         3.810            246.500          36147.621
         3.810            247.500          36145.300
         3.810            248.500          36144.615
         3.810            249.500          36145.545
         3.810            250.500          36148.117
         3.810            251.500          36152.393
         3.810            252.500          36158.459
         3.810            253.500          36166.493
         3.810            254.500          36176.730
         3.810            255.500          36189.536
         3.810            256.500          36205.515
         3.810            257.500          36225.703
         3.810            258.500          36252.182
         3.810            259.500          36290.791
         3.810            260.500          36327.996
         3.810            261.500          36271.827
         3.810            262.500          36239.735
         3.810            263.500          36216.358
         3.810            264.500          36198.169
         3.810            265.500          36183.656
         3.810            266.500          36172.010
         3.810            267.500          36162.763
         3.810            268.500          36155.607
         3.810            269.500          36150.333
         3.810            270.500          36146.802
         3.810            271.500          36144.946
         3.810            272.500          36144.711
         3.810            273.500          36146.101
         3.810            274.500          36149.147
         3.810            275.500          36153.912
         3.810            276.500          36160.514
         3.810            277.500          36169.133
         3.810            278.500          36180.047
         3.810            279.500          36193.679
         3.810            280.500          36210.704
         3.810            281.500          36232.371
         3.810            282.500          36261.347
         3.810            283.500          36306.437
         3.810            284.500          36306.759
         3.810            285.500          36261.529
         3.810            286.500          36232.498
         3.810            287.500          36210.805
         3.810            288.500          36193.761
         3.810            289.500          36180.112
         3.810            290.500          36169.183
         3.810            291.500          36160.550
         3.810            292.500          36153.942
         3.810            293.500          36149.165
         3.810            294.500          36146.112
         3.810            295.500          36144.714
         3.810            296.500          36144.940
         3.810            297.500          36146.792
         3.810            298.500          36150.308
         3.810            299.500          36155.573
         3.810            300.500          36162.726
         3.810            301.500          36171.959
         3.810            302.500          36183.586
         3.810            303.500          36198.079
         3.810            304.500          36216.251
         3.810            305.500          36239.600
         3.810            306.500          36271.624
         3.810            307.500          36327.520
         3.810            308.500          36291.055
         3.810            309.500          36252.346
         3.810            310.500          36225.817
         3.810            311.500          36205.611
         3.810            312.500          36189.618
         3.810            313.500          36176.791
         3.810            314.500          36166.538
         3.810            315.500          36158.499
         3.810            316.500          36152.419
         3.810            317.500          36148.135
         3.810            318.500          36145.555
         3.810            319.500          36144.616
         3.810            320.500          36145.292
         3.810            321.500          36147.605
         3.810            322.500          36151.608
         3.810            323.500          36157.385
         3.810            324.500          36165.098
         3.810            325.500          36174.965
         3.810            326.500          36187.340
         3.810            327.500          36202.772
         3.810            328.500          36222.202
         3.810            329.500          36247.471
         3.810            330.500          36283.378
         3.810            331.500          36346.081
         3.810            332.500          36278.168
         3.810            333.500          36244.038
         3.810            334.500          36219.619
         3.810            335.500          36200.746
         3.810            336.500          36185.722
         3.810            337.500          36173.665
         3.810            338.500          36164.067
         3.810            339.500          36156.599
         3.810            340.500          36151.041
         3.810            341.500          36147.241
         3.810            342.500          36145.129
         3.810            343.500          36144.640
         3.810            344.500          36145.775
         3.810            345.500          36148.560
         3.810            346.500          36153.048
         3.810            347.500          36159.351
         3.810            348.500          36167.640
         3.810            349.500          36178.172
         3.810            350.500          36191.343
         3.810            351.500          36207.774
         3.810            352.500          36228.598
         3.810            353.500          36256.126
         3.810            354.500          36297.291
         3.810            355.500          36317.552
         3.810            356.500          36267.105
         3.810            357.500          36236.452
         3.810            358.500          36213.849
         3.810            359.500          36196.178
         4.762              0.500          36225.037
         4.762              1.500          36212.379
         4.762              2.500          36202.453
         4.762              3.500          36194.848
         4.762              4.500          36189.324
         4.762              5.500          36185.708
         4.762              6.500          36183.903
         4.762              7.500          36183.871
         4.762              8.500          36185.606
         4.762              9.500          36189.156
         4.762             10.500          36194.611
         4.762             11.500          36202.132
         4.762             12.500          36211.968
         4.762             13.500          36224.515
         4.762             14.500          36240.406
         4.762             15.500          36260.802
         4.762             16.500          36288.089
         4.762             17.500          36329.617
         4.762             18.500          41968.421
         4.762             19.500          41968.534
         4.762             20.500          36317.177
         4.762             21.500          36280.555
         4.762             22.500          36255.306
         4.762             23.500          36236.170
         4.762             24.500          36221.171
         4.762             25.500          36209.332
         4.762             26.500          36200.090
         4.762             27.500          36193.091
         4.762             28.500          36188.122
         4.762             29.500          36185.017
         4.762             30.500          36183.716
         4.762             31.500          36184.179
         4.762             32.500          36186.417
         4.762             33.500          36190.492
         4.762             34.500          36196.506
         4.762             35.500          36204.648
         4.762             36.500          36215.197
         4.762             37.500          36228.607
         4.762             38.500          36245.620
         4.762             39.500          36267.614
         4.762             40.500          36297.708
         4.762             41.500          36347.739
         4.762             42.500          41968.357
         4.762             43.500          36365.118
         4.762             44.500          36305.066
         4.762             45.500          36272.646
         4.762             46.500          36249.422
         4.762             47.500          36231.590
         4.762             48.500          36217.553
         4.762             49.500          36206.489
         4.762             50.500          36197.911
         4.762             51.500          36191.496
         4.762             52.500          36187.063
         4.762             53.500          36184.471
         4.762             54.500          36183.668
         4.762             55.500          36184.627
         4.762             56.500          36187.377
         4.762             57.500          36191.977
         4.762             58.500          36198.571
         4.762             59.500          36207.357
         4.762             60.500          36218.658
         4.762             61.500          36232.984
         4.762             62.500          36251.211
         4.762             63.500          36275.037
         4.762             64.500          36308.638
         4.762             65.500          36376.306
         4.762             66.500          39433.070
         4.762             67.500          33813.593
         4.762             68.500          33773.634
         4.762             69.500          33750.908
         4.762             70.500          33735.366
         4.762             71.500          33724.112
         4.762             72.500          33715.828
         4.762             73.500          33709.779
         4.762             74.500          33705.498
         4.762             75.500          33702.684
         4.762             76.500          35838.060
         4.762             77.500          35835.022
         4.762             78.500          35832.926
         4.762             79.500          35831.753
         4.762             80.500          35831.500
         4.762             81.500          35832.151
         4.762             82.500          35833.722
         4.762             83.500          35836.218
         4.762             84.500          35839.666
         4.762             85.500          33724.576
         4.762             86.500          33730.319
         4.762             87.500          33736.580
         4.762             88.500          33743.339
         4.762             89.500          33750.586
         4.762             90.500          33758.310
         4.762             91.500          30093.965
         4.762             92.500          30093.592
         4.762             93.500          30095.860
         4.762             94.500          30100.914
         4.762             95.500          30109.111
         4.762             96.500          30121.172
         4.762             97.500          30138.526
         4.762             98.500          30164.757
         4.762             99.500          30217.311
         4.762            100.500          35837.107
         4.762            101.500          35834.338
         4.762            102.500          35832.504
         4.762            103.500          35831.592
         4.762            104.500          35831.590
         4.762            105.500          35832.497
         4.762            106.500          35834.327
         4.762            107.500          35837.090
         4.762            108.500          30217.829
         4.762            109.500          30164.932
         4.762            110.500          30138.637
         4.762            111.500          30121.242
         4.762            112.500          30109.167
         4.762            113.500          30100.953
         4.762            114.500          30095.883
         4.762            115.500          30093.599
         4.762            116.500          30093.956
         4.762            117.500          30096.989
         4.762            118.500          30102.880
         4.762            119.500          30112.073
         4.762            240.500          36248.787
         4.762            241.500          36231.087
         4.762            242.500          36217.157
         4.762            243.500          36206.182
         4.762            244.500          36197.671
         4.762            245.500          36191.323
         4.762            246.500          36186.952
         4.762            247.500          36184.419
         4.762            248.500          36183.672
         4.762            249.500          36184.687
         4.762            250.500          36187.490
         4.762            251.500          36192.159
         4.762            252.500          36198.813
         4.762            253.500          36207.675
         4.762            254.500          36219.064
         4.762            255.500          36233.498
         4.762            256.500          36251.875
         4.762            257.500          36275.919
         4.762            258.500          36309.977
         4.762            259.500          36381.611
         4.762            260.500          41968.373
         4.762            261.500          36339.359
         4.762            262.500          36293.481
         4.762            263.500          36264.643
         4.762            264.500          36243.358
         4.762            265.500          36226.836
         4.762            266.500          36213.798
         4.762            267.500          36203.554
         4.762            268.500          36195.681
         4.762            269.500          36189.906
         4.762            270.500          36186.059
         4.762            271.500          36184.030
         4.762            272.500          36183.778
         4.762            273.500          36185.292
         4.762            274.500          36188.611
         4.762            275.500          36193.820
         4.762            276.500          36201.074
         4.762            277.500          36210.604
         4.762            278.500          36222.785
         4.762            279.500          36238.214
         4.762            280.500          36257.954
         4.762            281.500          36284.158
         4.762            282.500          36322.988
         4.762            283.500          41968.474
         4.762            284.500          41968.469
         4.762            285.500          36323.250
         4.762            286.500          36284.316
         4.762            287.500          36258.065
         4.762            288.500          36238.304
         4.762            289.500          36222.854
         4.762            290.500          36210.658
         4.762            291.500          36201.116
         4.762            292.500          36193.851
         4.762            293.500          36188.635
         4.762            294.500          36185.303
         4.762            295.500          36183.782
         4.762            296.500          36184.025
         4.762            297.500          36186.039
         4.762            298.500          36189.882
         4.762            299.500          36195.643
         4.762            300.500          36203.509
         4.762            301.500          36213.741
         4.762            302.500          36226.762
         4.762            303.500          36243.261
         4.762            304.500          36264.525
         4.762            305.500          36293.303
         4.762            306.500          36339.025
         4.762            307.500          41968.377
         4.762            308.500          36382.578
         4.762            309.500          36310.199
         4.762            310.500          36276.061
         4.762            311.500          36251.977
         4.762            312.500          36233.582
         4.762            313.500          36219.127
         4.762            314.500          36207.726
         4.762            315.500          36198.855
         4.762            316.500          36192.183
         4.762            317.500          36187.516
         4.762            318.500          36184.696
         4.762            319.500          36183.672
         4.762            320.500          36184.411
         4.762            321.500          36186.931
         4.762            322.500          36191.300
         4.762            323.500          36197.635
         4.762            324.500          36206.130
         4.762            325.500          36217.095
         4.762            326.500          36231.008
         4.762            327.500          36248.686
         4.762            328.500          36271.661
         4.762            329.500          36303.607
         4.762            330.500          36361.242
         4.762            331.500          41968.354
         4.762            332.500          36350.609
         4.762            333.500          36299.064
         4.762            334.500          36268.548
         4.762            335.500          36246.330
         4.762            336.500          36229.169
         4.762            337.500          36215.641
         4.762            338.500          36204.991
         4.762            339.500          36196.770
         4.762            340.500          36190.679
         4.762            341.500          36186.538
         4.762            342.500          36184.229
         4.762            343.500          36183.702
         4.762            344.500          36184.938
         4.762            345.500          36187.973
         4.762            346.500          36192.874
         4.762            347.500          36199.795
         4.762            348.500          36208.948
         4.762            349.500          36220.683
         4.762            350.500          36235.550
         4.762            351.500          36254.512
         4.762            352.500          36279.470
         4.762            353.500          36315.461
         4.762            354.500          41968.560
         4.762            355.500          41968.407
         4.762            356.500          36331.720
         4.762            357.500          36289.295
         4.762            358.500          36261.661
         4.762            359.500          36241.077
         5.714              0.500          36269.887
         5.714              1.500          36255.550
         5.714              2.500          36244.455
         5.714              3.500          36236.030
         5.714              4.500          36229.942
         5.714              5.500          36225.978
         5.714              6.500          36224.006
         5.714              7.500          36223.971
         5.714              8.500          36225.868
         5.714              9.500          36229.764
         5.714             10.500          36235.769
         5.714             11.500          36244.099
         5.714             12.500          36255.082
         5.714             13.500          36269.290
         5.714             14.500          36287.689
         5.714             15.500          36312.209
         5.714             16.500          36348.071
         5.714             17.500          41997.665
         5.714             18.500          41996.814
         5.714             19.500          41996.934
         5.714             20.500          36399.217
         5.714             21.500          36337.644
         5.714             22.500          36305.475
         5.714             23.500          36282.727
         5.714             24.500          36265.486
         5.714             25.500          36252.131
         5.714             26.500          36241.835
         5.714             27.500          36234.096
         5.714             28.500          36228.623
         5.714             29.500          36225.228
         5.714             30.500          36223.801
         5.714             31.500          36224.306
         5.714             32.500          36226.762
         5.714             33.500          36231.229
         5.714             34.500          36237.864
         5.714             35.500          36246.894
         5.714             36.500          36258.726
         5.714             37.500          36273.980
         5.714             38.500          36293.832
         5.714             39.500          36320.743
         5.714             40.500          36362.363
         5.714             41.500          41997.328
         5.714             42.500          41996.749
         5.714             43.500          41997.140
         5.714             44.500          36374.453
         5.714             45.500          36327.194
         5.714             46.500          36298.372
         5.714             47.500          36277.415
         5.714             48.500          36261.382
         5.714             49.500          36248.954
         5.714             50.500          36239.416
         5.714             51.500          36232.340
         5.714             52.500          36227.462
         5.714             53.500          36224.625
         5.714             54.500          36223.752
         5.714             55.500          36224.801
         5.714             56.500          36227.809
         5.714             57.500          36232.870
         5.714             58.500          36240.143
         5.714             59.500          36249.921
         5.714             60.500          36262.628
         5.714             61.500          36279.029
         5.714             62.500          36300.519
         5.714             63.500          36330.307
         5.714             64.500          36380.902
         5.714             65.500          39439.974
         5.714             66.500          39447.199
         5.714             67.500          39454.905
         5.714             68.500          33821.604
         5.714             69.500          33788.052
         5.714             70.500          33767.444
         5.714             71.500          33753.033
         5.714             72.500          33742.504
         5.714             73.500          33734.733
         5.714             74.500          33729.070
         5.714             75.500          33725.095
         5.714             76.500          33722.530
         5.714             77.500          35803.752
         5.714             78.500          35801.750
         5.714             79.500          35800.631
         5.714             80.500          35800.384
         5.714             81.500          35801.012
         5.714             82.500          35802.509
         5.714             83.500          35804.897
         5.714             84.500          33735.782
         5.714             85.500          33740.551
         5.714             86.500          33745.876
         5.714             87.500          33751.733
         5.714             88.500          33758.105
         5.714             89.500          33764.978
         5.714             90.500          33772.338
         5.714             91.500          30046.803
         5.714             92.500          30046.483
         5.714             93.500          30048.396
         5.714             94.500          30052.625
         5.714             95.500          30059.398
         5.714             96.500          30069.147
         5.714             97.500          30082.640
         5.714             98.500          30101.419
         5.714             99.500          30129.321
         5.714            100.500          30187.564
         5.714            101.500          35803.097
         5.714            102.500          35801.347
         5.714            103.500          35800.474
         5.714            104.500          35800.475
         5.714            105.500          35801.343
         5.714            106.500          35803.086
         5.714            107.500          30188.214
         5.714            108.500          30129.509
         5.714            109.500          30101.532
         5.714            110.500          30082.723
         5.714            111.500          30069.213
         5.714            112.500          30059.445
         5.714            113.500          30052.650
         5.714            114.500          30048.415
         5.714            115.500          30046.486
         5.714            116.500          30046.795
         5.714            117.500          30049.339
         5.714            118.500          30054.255
         5.714            119.500          30061.813
         5.714            240.500          36297.606
         5.714            241.500          36276.837
         5.714            242.500          36260.935
         5.714            243.500          36248.609
         5.714            244.500          36239.151
         5.714            245.500          36232.150
         5.714            246.500          36227.341
         5.714            247.500          36224.569
         5.714            248.500          36223.753
         5.714            249.500          36224.862
         5.714            250.500          36227.934
         5.714            251.500          36233.064
         5.714            252.500          36240.419
         5.714            253.500          36250.274
         5.714            254.500          36263.090
         5.714            255.500          36279.628
         5.714            256.500          36301.314
         5.714            257.500          36331.467
         5.714            258.500          36383.461
         5.714            259.500          41997.043
         5.714            260.500          41996.766
         5.714            261.500          41997.460
         5.714            262.500          36355.911
         5.714            263.500          36317.000
         5.714            264.500          36291.157
         5.714            265.500          36271.946
         5.714            266.500          36257.145
         5.714            267.500          36245.681
         5.714            268.500          36236.950
         5.714            269.500          36230.583
         5.714            270.500          36226.363
         5.714            271.500          36224.143
         5.714            272.500          36223.872
         5.714            273.500          36225.529
         5.714            274.500          36229.163
         5.714            275.500          36234.898
         5.714            276.500          36242.917
         5.714            277.500          36253.554
         5.714            278.500          36267.321
         5.714            279.500          36285.112
         5.714            280.500          36308.701
         5.714            281.500          36342.565
         5.714            282.500          36418.210
         5.714            283.500          41996.868
         5.714            284.500          41996.862
         5.714            285.500          36419.474
         5.714            286.500          36342.784
         5.714            287.500          36308.840
         5.714            288.500          36285.215
         5.714            289.500          36267.395
         5.714            290.500          36253.616
         5.714            291.500          36242.970
         5.714            292.500          36234.930
         5.714            293.500          36229.188
         5.714            294.500          36225.540
         5.714            295.500          36223.873
         5.714            296.500          36224.140
         5.714            297.500          36226.343
         5.714            298.500          36230.560
         5.714            299.500          36236.910
         5.714            300.500          36245.630
         5.714            301.500          36257.076
         5.714            302.500          36271.859
         5.714            303.500          36291.050
         5.714            304.500          36316.845
         5.714            305.500          36355.651
         5.714            306.500          41997.466
         5.714            307.500          41996.767
         5.714            308.500          41997.039
         5.714            309.500          36383.882
         5.714            310.500          36331.653
         5.714            311.500          36301.442
         5.714            312.500          36279.720
         5.714            313.500          36263.166
         5.714            314.500          36250.333
         5.714            315.500          36240.461
         5.714            316.500          36233.094
         5.714            317.500          36227.956
         5.714            318.500          36224.877
         5.714            319.500          36223.753
         5.714            320.500          36224.560
         5.714            321.500          36227.325
         5.714            322.500          36232.120
         5.714            323.500          36239.111
         5.714            324.500          36248.550
         5.714            325.500          36260.867
         5.714            326.500          36276.748
         5.714            327.500          36297.483
         5.714            328.500          36325.924
         5.714            329.500          36371.941
         5.714            330.500          41997.173
         5.714            331.500          41996.745
         5.714            332.500          41997.290
         5.714            333.500          36364.491
         5.714            334.500          36321.933
         5.714            335.500          36294.680
         5.714            336.500          36274.626
         5.714            337.500          36259.222
         5.714            338.500          36247.283
         5.714            339.500          36238.154
         5.714            340.500          36231.435
         5.714            341.500          36226.887
         5.714            342.500          36224.360
         5.714            343.500          36223.788
         5.714            344.500          36225.141
         5.714            345.500          36228.463
         5.714            346.500          36233.857
         5.714            347.500          36241.499
         5.714            348.500          36251.701
         5.714            349.500          36264.926
         5.714            350.500          36282.006
         5.714            351.500          36304.504
         5.714            352.500          36336.186
         5.714            353.500          36395.052
         5.714            354.500          41996.956
         5.714            355.500          41996.799
         5.714            356.500          41997.615
         5.714            357.500          36349.791
         5.714            358.500          36313.278
         5.714            359.500          36288.466
         6.667              0.500          36317.012
         6.667              1.500          36300.478
         6.667              2.500          36287.916
         6.667              3.500          36278.504
         6.667              4.500          36271.747
         6.667              5.500          36267.367
         6.667              6.500          36265.194
         6.667              7.500          36265.157
         6.667              8.500          36267.245
         6.667              9.500          36271.547
         6.667             10.500          36278.212
         6.667             11.500          36287.519
         6.667             12.500          36299.949
         6.667             13.500          36316.322
         6.667             14.500          36338.205
         6.667             15.500          36369.444
         6.667             16.500          36428.888
         6.667             17.500          42026.599
         6.667             18.500          42025.733
         6.667             19.500          42025.849
         6.667             20.500          42026.958
         6.667             21.500          36407.768
         6.667             22.500          36360.536
         6.667             23.500          36332.210
         6.667             24.500          36311.889
         6.667             25.500          36296.590
         6.667             26.500          36284.980
         6.667             27.500          36276.353
         6.667             28.500          36270.289
         6.667             29.500          36266.538
         6.667             30.500          36264.969
         6.667             31.500          36265.530
         6.667             32.500          36268.226
         6.667             33.500          36273.172
         6.667             34.500          36280.542
         6.667             35.500          36290.672
         6.667             36.500          36304.104
         6.667             37.500          36321.813
         6.667             38.500          36345.766
         6.667             39.500          36381.270
         6.667             40.500          42027.836
         6.667             41.500          42026.252
         6.667             42.500          42025.662
         6.667             43.500          42026.063
         6.667             44.500          42027.449
         6.667             45.500          36390.768
         6.667             46.500          36351.442
         6.667             47.500          36325.867
         6.667             48.500          36307.153
         6.667             49.500          36292.991
         6.667             50.500          36282.275
         6.667             51.500          36274.399
         6.667             52.500          36269.002
         6.667             53.500          36265.881
         6.667             54.500          36264.912
         6.667             55.500          36266.067
         6.667             56.500          36269.387
         6.667             57.500          36274.986
         6.667             58.500          36283.098
         6.667             59.500          36294.084
         6.667             60.500          36308.594
         6.667             61.500          36327.792
         6.667             62.500          36354.161
         6.667             63.500          36395.572
         6.667             64.500          39448.392
         6.667             65.500          39454.738
         6.667             66.500          39461.588
         6.667             67.500          39468.929
         6.667             68.500          39476.752
         6.667             69.500          33831.729
         6.667             70.500          33802.772
         6.667             71.500          33784.015
